korean,category_guess,source_sentence,is_registered,matched_glossary_term,note
유희실,일정,3월 4일 오전 10시에 입학식이 있습니다,N,입학식,preferred_vi 입력 필요
입학식,일정,3월 4일 오전 10시에 입학식이 있습니다,Y,입학식,기존 사전 용어
가져오지,준비물,개인 장난감은 유치원에 가져오지 않습니다,N,,preferred_vi 입력 필요
개인장난감,준비물,개인 장난감은 유치원에 가져오지 않습니다,N,,preferred_vi 입력 필요
분실,준비물,개인 장난감은 유치원에 가져오지 않습니다,N,,preferred_vi 입력 필요
원으,준비물,개인 장난감은 분실 위험이 있어 원으로 가져오지 않습니다,N,,preferred_vi 입력 필요
급식비 지원,비용,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
급식비 지원 필요하면,비용,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
급식비지원,비용,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
급식비지원필요하면,비용,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
지원,비용,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
지원신청,제출,급식비 지원이 필요하면 행정실에 물어보세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
급식비 지원 신청,제출,급식비 지원 신청이 필요한 가정은 행정실로 문의해 주세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
급식비지원신청,제출,급식비 지원 신청이 필요한 가정은 행정실로 문의해 주세요,N,급식비; 행정실; 급식,preferred_vi 입력 필요
18일 총회,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
18일 총회 참석,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
18일총회,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
18일총회참석,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
3월 18일 총회,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
3월18일총회,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
참석여부,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
총회 참석,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
총회 참석 여부,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
총회참석,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
총회참석여부,일정,3월 18일까지 학부모 총회 참석 여부를 알려 주세요,N,학부모 총회,preferred_vi 입력 필요
8000원,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
요리 활동 재료비,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
요리활동재료비,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
재료비,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
재료비 8000원,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
재료비8000원,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
활동 재료비,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
활동 재료비 8000원,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
활동재료비,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
활동재료비8000원,비용,요리 활동 재료비 8000원을 내 주세요,N,,preferred_vi 입력 필요
재료비 8000원 납부해,비용,요리 활동 재료비 8000원을 납부해 주세요,N,납부,preferred_vi 입력 필요
재료비8000원납부해,비용,요리 활동 재료비 8000원을 납부해 주세요,N,납부,preferred_vi 입력 필요
30일 개인정보 동의서,일정,4월 30일까지 개인정보 동의서를 내 주세요,N,개인정보 동의서; 동의서,preferred_vi 입력 필요
30일개인정보동의서,일정,4월 30일까지 개인정보 동의서를 내 주세요,N,개인정보 동의서; 동의서,preferred_vi 입력 필요
개인정보 동의서,일정,4월 30일까지 개인정보 동의서를 내 주세요,Y,개인정보 동의서; 동의서,기존 사전 용어
개인정보동의서,일정,4월 30일까지 개인정보 동의서를 내 주세요,N,개인정보 동의서; 동의서,preferred_vi 입력 필요
동의서 제출해,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서제출해,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
수집 이용 동의서,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
수집이용동의서,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
이용 동의서,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
이용 동의서 제출해,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
이용동의서,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
이용동의서제출해,일정,4월 30일까지 개인정보 수집 이용 동의서를 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
졸업여행,기타,졸업여행 희망 조사를 키즈노트로 내 주세요,N,키즈노트,preferred_vi 입력 필요
희망조사,기타,졸업여행 희망 조사를 키즈노트로 내 주세요,N,키즈노트,preferred_vi 입력 필요
방학 과제,일정,개학일에 방학 과제와 실내화를 가져오세요,Y,방학 과제; 실내화; 개학; 방학,기존 사전 용어
방학과제,일정,개학일에 방학 과제와 실내화를 가져오세요,N,방학 과제; 실내화; 개학; 방학,preferred_vi 입력 필요
보호자 동의서,제출,합창부를 하려면 보호자 동의서를 내 주세요,N,동의서; 보호자,preferred_vi 입력 필요
보호자동의서,제출,합창부를 하려면 보호자 동의서를 내 주세요,N,동의서; 보호자,preferred_vi 입력 필요
하려면 보호자 동의서,제출,합창부를 하려면 보호자 동의서를 내 주세요,N,동의서; 보호자,preferred_vi 입력 필요
하려면보호자동의서,제출,합창부를 하려면 보호자 동의서를 내 주세요,N,동의서; 보호자,preferred_vi 입력 필요
보호자 동의서 제출해,제출,합창부 참가 희망자는 보호자 동의서를 제출해 주세요,N,동의서; 보호자; 제출,preferred_vi 입력 필요
보호자동의서제출해,제출,합창부 참가 희망자는 보호자 동의서를 제출해 주세요,N,동의서; 보호자; 제출,preferred_vi 입력 필요
희망자 보호자 동의서,제출,합창부 참가 희망자는 보호자 동의서를 제출해 주세요,N,동의서; 보호자; 제출,preferred_vi 입력 필요
희망자보호자동의서,제출,합창부 참가 희망자는 보호자 동의서를 제출해 주세요,N,동의서; 보호자; 제출,preferred_vi 입력 필요
색종,일정,금요일까지 색종이와 풀을 보내 주세요,N,색종이; 풀,preferred_vi 입력 필요
색종이,일정,금요일까지 색종이와 풀을 보내 주세요,Y,색종이; 풀,기존 사전 용어
풀,일정,금요일까지 색종이와 풀을 보내 주세요,Y,색종이; 풀,기존 사전 용어
풀을,일정,금요일까지 색종이와 풀을 보내 주세요,N,색종이; 풀,preferred_vi 입력 필요
보고서,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,N,체험학습,preferred_vi 입력 필요
체험학습 보고서,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,N,체험학습,preferred_vi 입력 필요
체험학습 보고서 7일,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,N,체험학습,preferred_vi 입력 필요
체험학습보고서,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,N,체험학습,preferred_vi 입력 필요
체험학습보고서7일,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,N,체험학습,preferred_vi 입력 필요
출석인정,일정,체험학습 보고서를 7일 안에 내야 출석으로 인정됩니다,Y,체험학습,기존 사전 용어
체험학습 보고서 등교,일정,체험학습 보고서는 등교 후 7일 이내에 제출해야 출석으로 인정됩니다,N,체험학습; 등교; 제출,preferred_vi 입력 필요
체험학습보고서등교,일정,체험학습 보고서는 등교 후 7일 이내에 제출해야 출석으로 인정됩니다,N,체험학습; 등교; 제출,preferred_vi 입력 필요
금요일 체험 동의서,일정,금요일까지 숲 체험 동의서를 보내 주세요,N,동의서,preferred_vi 입력 필요
금요일체험동의서,일정,금요일까지 숲 체험 동의서를 보내 주세요,N,동의서,preferred_vi 입력 필요
체험 동의서,일정,금요일까지 숲 체험 동의서를 보내 주세요,N,동의서,preferred_vi 입력 필요
체험동의서,일정,금요일까지 숲 체험 동의서를 보내 주세요,N,동의서,preferred_vi 입력 필요
동의서 금요일,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
동의서 금요일 원으,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
동의서금요일,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
동의서금요일원으,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
참가 동의서 금요일,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
참가동의서금요일,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
체험 참가 동의서,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
체험참가동의서,일정,숲 체험 참가 동의서를 금요일까지 원으로 보내 주세요,N,동의서,preferred_vi 입력 필요
참석가족,기타,운동회 참석 가족 수를 알려 주세요,N,운동회,preferred_vi 입력 필요
이용교육,기타,이번 주에 도서관 이용 방법을 배웁니다,N,,preferred_vi 입력 필요
교육 이번,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
교육 이번 학급,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
교육이번,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
교육이번학급,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
도서관 이용 교육,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
도서관이용교육,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
이용 교육,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
이용 교육 이번,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
이용교육이번,기타,학교 도서관 이용 교육이 이번 주 각 학급에서 진행됩니다,N,학급,preferred_vi 입력 필요
캠페인,건강·안전,다음 주 등교 시간에 교통안전 캠페인을 합니다,N,교통안전; 등교,preferred_vi 입력 필요
비닐봉투,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
비닐봉투 준비해,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
비닐봉투준비해,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
수건 비닐봉투,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
수건 비닐봉투 준비해,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
수건비닐봉투,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
수건비닐봉투준비해,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
수영복,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
여벌옷 수건 비닐봉투,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
여벌옷수건비닐봉투,준비물,수영복 여벌옷 수건 비닐봉투를 준비해 주세요,N,여벌옷; 수건,preferred_vi 입력 필요
물놀 준비물,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
물놀 준비물 수영복,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
물놀준비물,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
물놀준비물수영복,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
비닐봉투입니다,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
수건 비닐봉투입니다,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
수건비닐봉투입니다,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
여벌옷 수건 비닐봉투입니다,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
여벌옷수건비닐봉투입니다,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
준비물 수영복,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
준비물 수영복 여벌옷,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
준비물수영복,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
준비물수영복여벌옷,준비물,물놀이 준비물은 수영복 여벌옷 수건 비닐봉투입니다,N,여벌옷; 준비물; 수건,preferred_vi 입력 필요
동물 체험 동의서,일정,수요일까지 동물 체험 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
동물체험동의서,일정,수요일까지 동물 체험 동의서를 내 주세요,N,동의서,preferred_vi 입력 필요
동의서 수요일,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서 수요일 제출해,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서수요일,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
동의서수요일제출해,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가 동의서 수요일,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
참가동의서수요일,일정,동물 체험 참가 동의서를 수요일까지 제출해 주세요,N,동의서; 제출,preferred_vi 입력 필요
결과지,건강·안전,이번 주까지 유아 건강검진 결과지를 내 주세요,N,건강검진,preferred_vi 입력 필요
말일,일정,간식 신청 변경은 매월 말일까지 할 수 있습니다,N,간식,preferred_vi 입력 필요
변경신청,일정,간식 신청 변경은 매월 말일까지 할 수 있습니다,N,간식,preferred_vi 입력 필요
과제,기타,여름방학 과제 안내장은 방학식 날 나갑니다,N,방학 과제; 방학,preferred_vi 입력 필요
여름방학,기타,여름방학 과제 안내장은 방학식 날 나갑니다,N,방학 과제; 방학,preferred_vi 입력 필요
가위,준비물,다음 주까지 풀 가위 색연필을 보내 주세요,Y,가위; 풀,기존 사전 용어
색연필,준비물,다음 주까지 풀 가위 색연필을 보내 주세요,N,가위; 풀,preferred_vi 입력 필요
준비물 가위,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
준비물 가위 색연필,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
준비물가위,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
준비물가위색연필,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
학급 준비물,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
학급 준비물 가위,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
학급준비물,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
학급준비물가위,준비물,학급 준비물로 풀 가위 색연필을 다음 주까지 보내 주세요,N,준비물; 가위; 학급; 풀,preferred_vi 입력 필요
어린이날,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
어린이날 행사,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
어린이날 행사 편한,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
어린이날행사,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
어린이날행사편한,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
행사 편한,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
행사 편한 옷,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
행사편한,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
행사편한옷,일정,어린이날 행사 때 편한 옷과 운동화를 신겨 주세요,N,,preferred_vi 입력 필요
어린이날 행사 간편한,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
어린이날행사간편한,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
행사 간편한,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
행사 간편한 복장,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
행사간편한,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
행사간편한복장,일정,어린이날 행사로 간편한 복장과 운동화를 착용해 주세요,N,,preferred_vi 입력 필요
우유급식,일정,4월 5일까지 우유 급식을 신청할 수 있습니다,N,급식,preferred_vi 입력 필요
가방 여분 마스크,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
가방여분마스크,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
마스크,건강·안전,가방에 여분 마스크를 넣어 주세요,Y,여분 마스크; 마스크,기존 사전 용어
마스크 넣어,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
마스크넣어,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
마스크여분,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
여분 마스크,건강·안전,가방에 여분 마스크를 넣어 주세요,Y,여분 마스크; 마스크,기존 사전 용어
여분 마스크 넣어,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
여분마스크,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
여분마스크넣어,건강·안전,가방에 여분 마스크를 넣어 주세요,N,여분 마스크; 마스크,preferred_vi 입력 필요
마스크 여분,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
마스크 여분 가방,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
마스크여분가방,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
예방 위해 마스크,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
예방위해마스크,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
위해 마스크,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
위해 마스크 여분,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
위해마스크,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
위해마스크여분,건강·안전,겨울철 감염병 예방을 위해 마스크 여분을 가방에 넣어 주세요,N,감염병; 마스크,preferred_vi 입력 필요
개인 마스크,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
개인 마스크 준비해,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
개인마스크,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
개인마스크준비해,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
마스크 준비해,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
마스크준비해,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
앞치마 개인 마스크,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
앞치마개인마스크,준비물,앞치마와 개인 마스크를 준비해 주세요,N,마스크; 앞치마,preferred_vi 입력 필요
친구사랑,기타,친구사랑 활동지를 집에서 함께 써 주세요,N,,preferred_vi 입력 필요
원복 월요일 행사일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
원복월요일행사일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
월요일 행사일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
월요일 행사일 입습니다,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
월요일행사일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
월요일행사일입습니다,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
착용일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
행사일,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
행사일 입습니다,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
행사일입습니다,일정,원복은 월요일과 행사일에 입습니다,N,원복,preferred_vi 입력 필요
매주 월요일 행사일입니다,일정,원복 착용일은 매주 월요일과 행사일입니다,N,원복,preferred_vi 입력 필요
매주월요일행사일입니다,일정,원복 착용일은 매주 월요일과 행사일입니다,N,원복,preferred_vi 입력 필요
월요일 행사일입니다,일정,원복 착용일은 매주 월요일과 행사일입니다,N,원복,preferred_vi 입력 필요
월요일행사일입니다,일정,원복 착용일은 매주 월요일과 행사일입니다,N,원복,preferred_vi 입력 필요
행사일입니다,일정,원복 착용일은 매주 월요일과 행사일입니다,N,원복,preferred_vi 입력 필요
참여링크,일정,연수 링크는 당일 오전 문자로 보냅니다,N,,preferred_vi 입력 필요
1일,일정,5월 1일까지 글쓰기 대회 원고를 내 주세요,N,,preferred_vi 입력 필요
글쓰기대회,일정,5월 1일까지 글쓰기 대회 원고를 내 주세요,N,,preferred_vi 입력 필요
원고,일정,5월 1일까지 글쓰기 대회 원고를 내 주세요,N,,preferred_vi 입력 필요
제출합니다,일정,교내 글쓰기 대회 원고는 5월 1일까지 제출합니다,N,제출,preferred_vi 입력 필요
6월3일,일정,6월 3일부터 6월 7일까지 생존수영을 합니다,N,,preferred_vi 입력 필요
교육 6월,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
교육 6월 3일,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
교육6월,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
교육6월3일,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
생존수영 교육,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
생존수영 교육 6월,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
생존수영교육,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
생존수영교육6월,일정,생존수영 교육은 6월 3일부터 6월 7일까지 진행됩니다,N,,preferred_vi 입력 필요
물병 준비해,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
물병준비해,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
실내화 물병,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
실내화 물병 준비해,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
실내화물병,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
실내화물병준비해,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
입학식 실내화 물병,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
입학식실내화물병,준비물,입학식 날 실내화와 물병을 준비해 주세요,N,실내화; 입학식,preferred_vi 입력 필요
개인 물병 준비해,일정,입학식 당일 실내화와 개인 물병을 준비해 주세요,N,개인 물병; 실내화; 입학식,preferred_vi 입력 필요
개인물병준비해,일정,입학식 당일 실내화와 개인 물병을 준비해 주세요,N,개인 물병; 실내화; 입학식,preferred_vi 입력 필요
실내화 개인 물병,일정,입학식 당일 실내화와 개인 물병을 준비해 주세요,N,개인 물병; 실내화; 입학식,preferred_vi 입력 필요
실내화개인물병,일정,입학식 당일 실내화와 개인 물병을 준비해 주세요,N,개인 물병; 실내화; 입학식,preferred_vi 입력 필요
